"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Database","Contrast","category","subcategory"
"WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","WP_STEROL_REGULATORY_ELEMENTBINDING_PROTEINS_SREBP_SIGNALING","3/124","67/7868",0.0447761194029851,2.84111699566683,1.91503358566568,0.0886115060984775,0.59200877373088,0.568243925543646,"1622/2194/3157",3,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_SARSCOV2_AND_ACE2_RECEPTOR_MOLECULAR_MECHANISMS","WP_SARSCOV2_AND_ACE2_RECEPTOR_MOLECULAR_MECHANISMS","1/124","6/7868",0.166666666666667,10.5752688172043,2.96888124506763,0.0909396947547193,0.59200877373088,0.568243925543646,"7113",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING","WP_SOMATROPH_AXIS_GH_AND_ITS_RELATIONSHIP_TO_DIETARY_RESTRICTION_AND_AGING","1/124","6/7868",0.166666666666667,10.5752688172043,2.96888124506763,0.0909396947547193,0.59200877373088,0.568243925543646,"3480",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ALPHA_6_BETA_4_SIGNALING","WP_ALPHA_6_BETA_4_SIGNALING","2/124","33/7868",0.0606060606060606,3.8455522971652,2.07270161969212,0.0948366087700189,0.59200877373088,0.568243925543646,"3915/3912",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ENTEROCYTE_CHOLESTEROL_METABOLISM","WP_ENTEROCYTE_CHOLESTEROL_METABOLISM","2/124","33/7868",0.0606060606060606,3.8455522971652,2.07270161969212,0.0948366087700189,0.59200877373088,0.568243925543646,"3157/1718",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS","WP_LEUKOCYTEINTRINSIC_HIPPO_PATHWAY_FUNCTIONS","2/124","33/7868",0.0606060606060606,3.8455522971652,2.07270161969212,0.0948366087700189,0.59200877373088,0.568243925543646,"10397/25937",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_16P112_PROXIMAL_DELETION_SYNDROME","WP_16P112_PROXIMAL_DELETION_SYNDROME","3/124","71/7868",0.0422535211267606,2.68105406633348,1.80044489717782,0.101159012324532,0.59200877373088,0.568243925543646,"3486/23025/283897",3,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CARDIAC_PROGENITOR_DIFFERENTIATION","WP_CARDIAC_PROGENITOR_DIFFERENTIATION","2/124","35/7868",0.0571428571428571,3.6258064516129,1.96999632265067,0.104758960257738,0.59200877373088,0.568243925543646,"4920/7852",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ADHD_AND_AUTISM_ASD_PATHWAYS","WP_ADHD_AND_AUTISM_ASD_PATHWAYS","8/124","303/7868",0.0264026402640264,1.67529010965613,1.51684073307811,0.105128420088599,0.59200877373088,0.568243925543646,"9455/64422/3614/27232/51166/1644/6900/27092",8,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS","WP_CHOLESTEROL_BIOSYNTHESIS_WITH_SKELETAL_DYSPLASIAS","1/124","7/7868",0.142857142857143,9.06451612903226,2.70097884230265,0.105277455865176,0.59200877373088,0.568243925543646,"1718",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_GASTRIC_ACID_PRODUCTION","WP_GASTRIC_ACID_PRODUCTION","1/124","7/7868",0.142857142857143,9.06451612903226,2.70097884230265,0.105277455865176,0.59200877373088,0.568243925543646,"5225",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_LDLRAD4_AND_WHAT_WE_KNOW_ABOUT_IT","WP_LDLRAD4_AND_WHAT_WE_KNOW_ABOUT_IT","1/124","7/7868",0.142857142857143,9.06451612903226,2.70097884230265,0.105277455865176,0.59200877373088,0.568243925543646,"56937",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_MEVALONATE_PATHWAY","WP_MEVALONATE_PATHWAY","1/124","7/7868",0.142857142857143,9.06451612903226,2.70097884230265,0.105277455865176,0.59200877373088,0.568243925543646,"3157",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_NEUROTRANSMITTER_DISORDERS","WP_NEUROTRANSMITTER_DISORDERS","1/124","7/7868",0.142857142857143,9.06451612903226,2.70097884230265,0.105277455865176,0.59200877373088,0.568243925543646,"1644",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_IDO_METABOLIC_PATHWAY","WP_IDO_METABOLIC_PATHWAY","1/124","8/7868",0.125,7.93145161290323,2.48193647663565,0.119390875973651,0.59200877373088,0.568243925543646,"51166",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION","WP_CHRONIC_HYPERGLYCEMIA_IMPAIRMENT_OF_NEURON_FUNCTION","2/124","38/7868",0.0526315789473684,3.33955857385399,1.82926904624964,0.120135767416467,0.59200877373088,0.568243925543646,"6652/5583",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS","WP_GLYCOSAMINOGLYCAN_SYNTHESIS_IN_FIBROBLASTS","2/124","38/7868",0.0526315789473684,3.33955857385399,1.82926904624964,0.120135767416467,0.59200877373088,0.568243925543646,"55790/90161",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_GLYOXYLATE_METABOLISM","WP_GLYOXYLATE_METABOLISM","1/124","9/7868",0.111111111111111,7.05017921146953,2.29793952348397,0.133283437217832,0.59200877373088,0.568243925543646,"8659",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_LIVER_X_RECEPTOR_PATHWAY","WP_LIVER_X_RECEPTOR_PATHWAY","1/124","9/7868",0.111111111111111,7.05017921146953,2.29793952348397,0.133283437217832,0.59200877373088,0.568243925543646,"2194",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_MITOCHONDRIAL_BETAOXIDATION","WP_MITOCHONDRIAL_BETAOXIDATION","1/124","9/7868",0.111111111111111,7.05017921146953,2.29793952348397,0.133283437217832,0.59200877373088,0.568243925543646,"2181",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_SARSCOV2_AND_COVID19_PATHWAY","WP_SARSCOV2_AND_COVID19_PATHWAY","1/124","9/7868",0.111111111111111,7.05017921146953,2.29793952348397,0.133283437217832,0.59200877373088,0.568243925543646,"7113",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME","WP_2Q37_COPY_NUMBER_VARIATION_SYNDROME","4/124","126/7868",0.0317460317460317,2.01433691756272,1.45235795168203,0.137366056453586,0.59200877373088,0.568243925543646,"57007/5873/7852/79054",4,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS","WP_CLEAR_CELL_RENAL_CELL_CARCINOMA_PATHWAYS","3/124","82/7868",0.0365853658536585,2.32140047206924,1.52200798056591,0.13894843802441,0.59200877373088,0.568243925543646,"2026/2887/2194",3,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_HIPPO_SIGNALING_REGULATION","WP_HIPPO_SIGNALING_REGULATION","3/124","84/7868",0.0357142857142857,2.26612903225806,1.47621271658352,0.14627738322698,0.59200877373088,0.568243925543646,"3480/5583/25937",3,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PPAR_SIGNALING","WP_PPAR_SIGNALING","2/124","43/7868",0.0465116279069767,2.95123780945236,1.62343536705773,0.146868687234785,0.59200877373088,0.568243925543646,"1622/9415",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_ASPIRIN_AND_MIRNAS","WP_ASPIRIN_AND_MIRNAS","1/124","10/7868",0.1,6.34516129032258,2.14011715288499,0.146958568123162,0.59200877373088,0.568243925543646,"10257",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_BILE_ACID_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION","WP_BILE_ACID_SYNTHESIS_AND_ENTEROHEPATIC_CIRCULATION","1/124","10/7868",0.1,6.34516129032258,2.14011715288499,0.146958568123162,0.59200877373088,0.568243925543646,"8647",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_BIOGENIC_AMINE_SYNTHESIS","WP_BIOGENIC_AMINE_SYNTHESIS","1/124","10/7868",0.1,6.34516129032258,2.14011715288499,0.146958568123162,0.59200877373088,0.568243925543646,"1644",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_COVID19_ADVERSE_OUTCOME_PATHWAY","WP_COVID19_ADVERSE_OUTCOME_PATHWAY","1/124","10/7868",0.1,6.34516129032258,2.14011715288499,0.146958568123162,0.59200877373088,0.568243925543646,"7113",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_DOPAMINE_METABOLISM","WP_DOPAMINE_METABOLISM","1/124","10/7868",0.1,6.34516129032258,2.14011715288499,0.146958568123162,0.59200877373088,0.568243925543646,"1644",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_METHIONINE_METABOLISM_LEADING_TO_SULFUR_AMINO_ACIDS_AND_RELATED_DISORDERS","WP_METHIONINE_METABOLISM_LEADING_TO_SULFUR_AMINO_ACIDS_AND_RELATED_DISORDERS","1/124","10/7868",0.1,6.34516129032258,2.14011715288499,0.146958568123162,0.59200877373088,0.568243925543646,"27232",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION","WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION","5/124","179/7868",0.0279329608938547,1.77239142187782,1.32270127581219,0.151958043172161,0.59200877373088,0.568243925543646,"57007/9466/269/7852/3626",5,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_GPCRS_CLASS_A_RHODOPSINLIKE","WP_GPCRS_CLASS_A_RHODOPSINLIKE","4/124","132/7868",0.0303030303030303,1.9227761485826,1.35287552867153,0.154780277297215,0.59200877373088,0.568243925543646,"57007/4986/5734/7852",4,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PEPTIDE_GPCRS","WP_PEPTIDE_GPCRS","2/124","45/7868",0.0444444444444444,2.82007168458781,1.54931894179664,0.157880565103541,0.59200877373088,0.568243925543646,"4986/7852",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_TGFB_SMAD_SIGNALING","WP_TGFB_SMAD_SIGNALING","1/124","11/7868",0.0909090909090909,5.7683284457478,2.00247394396807,0.16041964442155,0.59200877373088,0.568243925543646,"25937",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_VALPROIC_ACID_PATHWAY","WP_VALPROIC_ACID_PATHWAY","1/124","11/7868",0.0909090909090909,5.7683284457478,2.00247394396807,0.16041964442155,0.59200877373088,0.568243925543646,"116285",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS","WP_MYOMETRIAL_RELAXATION_AND_CONTRACTION_PATHWAYS","4/124","134/7868",0.0298507462686567,1.89407799711122,1.32086510810759,0.160763682537109,0.59200877373088,0.568243925543646,"57007/5583/59345/3486",4,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY","WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY","3/124","88/7868",0.0340909090909091,2.16312316715542,1.38838524382468,0.1613026643422,0.59200877373088,0.568243925543646,"715/81035/64478",3,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_COMPLEMENT_AND_COAGULATION_CASCADES","WP_COMPLEMENT_AND_COAGULATION_CASCADES","2/124","46/7868",0.0434782608695652,2.75876577840112,1.51377302577968,0.163443981875706,0.59200877373088,0.568243925543646,"2153/715",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES","WP_DENGUE2_INTERACTIONS_WITH_COMPLEMENT_AND_COAGULATION_CASCADES","2/124","46/7868",0.0434782608695652,2.75876577840112,1.51377302577968,0.163443981875706,0.59200877373088,0.568243925543646,"2153/715",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_PHOSPHOINOSITIDES_METABOLISM","WP_PHOSPHOINOSITIDES_METABOLISM","2/124","46/7868",0.0434782608695652,2.75876577840112,1.51377302577968,0.163443981875706,0.59200877373088,0.568243925543646,"66036/23007",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_DISORDERS_OF_FRUCTOSE_METABOLISM","WP_DISORDERS_OF_FRUCTOSE_METABOLISM","1/124","12/7868",0.0833333333333333,5.28763440860215,1.88079031027099,0.173669989857687,0.59200877373088,0.568243925543646,"6652",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_FATTY_ACID_OMEGAOXIDATION","WP_FATTY_ACID_OMEGAOXIDATION","1/124","12/7868",0.0833333333333333,5.28763440860215,1.88079031027099,0.173669989857687,0.59200877373088,0.568243925543646,"126",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_GANGLIO_SPHINGOLIPID_METABOLISM","WP_GANGLIO_SPHINGOLIPID_METABOLISM","1/124","12/7868",0.0833333333333333,5.28763440860215,1.88079031027099,0.173669989857687,0.59200877373088,0.568243925543646,"8869",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_IRINOTECAN_PATHWAY","WP_IRINOTECAN_PATHWAY","1/124","12/7868",0.0833333333333333,5.28763440860215,1.88079031027099,0.173669989857687,0.59200877373088,0.568243925543646,"590",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_SMALL_LIGAND_GPCRS","WP_SMALL_LIGAND_GPCRS","1/124","12/7868",0.0833333333333333,5.28763440860215,1.88079031027099,0.173669989857687,0.59200877373088,0.568243925543646,"5734",1,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2","WP_EXTRAFOLLICULAR_AND_FOLLICULAR_B_CELL_ACTIVATION_BY_SARSCOV2","2/124","48/7868",0.0416666666666667,2.64381720430108,1.44545145016072,0.174673152189604,0.59200877373088,0.568243925543646,"4094/7852",2,"WikiPathways","Bica_vs_Control_DHT",NA,NA
"WP_CANCER_PATHWAYS","WP_CANCER_PATHWAYS","10/124","454/7868",0.0220264317180617,1.39761261901378,1.10431898953181,0.178063793202564,0.59200877373088,0.568243925543646,"1612/3915/3480/59345/29119/3912/1496/5734/7852/354",10,"WikiPathways","Bica_vs_Control_DHT",NA,NA
