"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Database","Contrast"
"WP_TRANSCRIPTIONAL_ACTIVATION_BY_NRF2_IN_RESPONSE_TO_PHYTOCHEMICALS","WP_TRANSCRIPTIONAL_ACTIVATION_BY_NRF2_IN_RESPONSE_TO_PHYTOCHEMICALS",15,0.779802380617346,2.0043737995903,0.000132670496363325,0.00884067943948336,0.00754127031959951,2005,"tags=47%, list=8%, signal=43%","3162/23657/2730/1051/5578/1728/2729","WikiPathways","Enza_vs_Control_noDHT"
"WP_MIRTARGETED_GENES_IN_LYMPHOCYTES","WP_MIRTARGETED_GENES_IN_LYMPHOCYTES",417,-0.286946748195818,-1.44075532587941,0.000234663909872138,0.0143340538280231,0.0122272247775482,6976,"tags=45%, list=29%, signal=33%","90957/8450/9354/51495/5586/3992/3482/5937/9497/10541/10165/51715/60559/10558/8417/7474/58477/79711/124540/103/10972/84135/6801/7398/4734/10772/26973/1371/4170/9351/90522/9528/8487/3845/10487/1595/84188/10238/5425/8649/9575/5878/94081/57532/8161/79073/136319/10971/5524/8301/528/5955/9782/865/372/94241/140707/1869/80335/1789/10036/55225/2247/29957/84823/5530/51014/9070/3159/4907/7812/5584/91869/10959/8683/10484/27236/3035/51144/23186/81034/8202/23649/51251/5757/51742/8797/9526/85440/10280/5813/56655/1665/8763/822/5527/9342/57590/160/27338/8243/23224/10282/1499/1977/6856/64841/6902/79922/546/55660/64682/51465/10061/57552/253558/4691/83693/387522/4670/53346/56262/708/5870/407006/10802/55347/1871/9522/83440/23603/6996/5887/84061/9019/58533/4771/80155/64778/79665/114793/60481/595/24145/5432/4154/10105/6576/29099/627/23345/2589/55832/55591/27314/25828/4552/5925/51497/23378/5049/283237/7846/54552/5557/27250/7095/5315/11137/2948/9415/5917/64422/85476/7798/196528/64359/26064/51616/5534/440026/8801/388/4602/574406/7170/3839/378/9429","WikiPathways","Enza_vs_Control_noDHT"
"WP_TRANSLATION_FACTORS","WP_TRANSLATION_FACTORS",50,-0.516113225372999,-1.87651762533622,0.000279310285656958,0.0149035614833903,0.0127130258076166,8304,"tags=68%, list=34%, signal=45%","1938/8672/1937/1983/1933/5610/1975/1964/7458/1981/8667/8664/23277/8893/1915/3646/1979/8665/8668/8661/1965/26986/1968/10605/1977/8662/27102/2107/1973/8669/1917/1984/8891/9669","WikiPathways","Enza_vs_Control_noDHT"
"WP_CILIARY_LANDSCAPE","WP_CILIARY_LANDSCAPE",209,-0.338299398483349,-1.56097316809564,0.000284651924648654,0.0149035614833903,0.0127130258076166,6938,"tags=44%, list=29%, signal=31%","83658/4218/10128/30845/54994/4171/64708/6990/9343/4176/2717/10980/64795/23301/51552/10432/84515/10238/5862/7328/54585/55746/6103/1387/5713/9217/23016/56912/4741/2077/246175/4698/80173/2181/26146/4173/65125/4175/79699/8533/10083/3020/5393/9342/140609/4790/55812/1499/10640/79598/63929/5048/25804/140735/23019/9882/4172/324/149371/6993/8732/7260/23233/9859/3066/2720/4289/55212/25852/3065/5925/801/80258/4236/5879/5704/9318/261726/5899/51138/815/5719/7322/51143/1781/5718/10920/7022/6629/585/9669","WikiPathways","Enza_vs_Control_noDHT"
"WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA","WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA",61,-0.484514001188753,-1.85657292231307,0.000315046395565574,0.0153952671966377,0.0131324602783123,6710,"tags=48%, list=28%, signal=34%","11200/7157/4609/672/7994/10847/29072/7403/1387/221037/55914/51742/5591/54756/5894/8243/5728/546/1111/23135/6605/26292/55534/2264/58508/9223/10933/4602/3008","WikiPathways","Enza_vs_Control_noDHT"
"WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM","WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM",50,-0.511262670256653,-1.85888166539369,0.000357243759070607,0.0163662297124222,0.0139607100584171,8096,"tags=48%, list=33%, signal=32%","80224/90871/4695/4716/4709/51300/51103/55863/54539/4706/4698/4725/91942/4711/4719/4702/55572/55471/54968/4705/4729/4718/4720/29078","WikiPathways","Enza_vs_Control_noDHT"
"WP_ANDROGEN_RECEPTOR_SIGNALING","WP_ANDROGEN_RECEPTOR_SIGNALING",90,-0.425622707406497,-1.75127631131007,0.00042342277696569,0.0172427164175473,0.0147083701472292,7003,"tags=52%, list=29%, signal=37%","6049/7182/5052/672/57178/7050/5747/11143/1616/10498/8850/8554/9604/2932/860/1387/7337/5296/6093/64800/8202/6013/9612/6047/1499/811/5728/23028/8031/11315/5901/8648/595/2288/6605/3065/5925/3725/7329/5879/7341/998/367/8431/387/388/898","WikiPathways","Enza_vs_Control_noDHT"
"WP_ADIPOGENESIS","WP_ADIPOGENESIS",113,0.446031082685817,1.70811468053415,0.0004180266539945,0.0172427164175473,0.0147083701472292,1400,"tags=13%, list=6%, signal=13%","28999/57761/2908/3976/81029/1649/6695/1647/6095/6258/1051/8471/8609/5106/10891","WikiPathways","Enza_vs_Control_noDHT"
"WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE","WP_TCA_CYCLE_AKA_KREBS_OR_CITRIC_ACID_CYCLE",18,-0.695294068943793,-1.98249580095429,0.000505827401072244,0.0195142886834713,0.0166460651654799,5528,"tags=67%, list=23%, signal=52%","6390/1743/8802/1431/4191/3419/8803/3418/6391/1738/8801/2271","WikiPathways","Enza_vs_Control_noDHT"
"WP_G13_SIGNALING","WP_G13_SIGNALING",36,-0.549043073294633,-1.86575630056315,0.000558609096531433,0.020473023387877,0.0174638843862985,4891,"tags=42%, list=20%, signal=33%","5296/5500/6093/57630/6198/801/5216/5291/5879/1073/998/1072/387/5602/5063","WikiPathways","Enza_vs_Control_noDHT"
"WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA","WP_MET_IN_TYPE_1_PAPILLARY_RENAL_CELL_CARCINOMA",57,-0.477428359430889,-1.79454183321712,0.000825472503392928,0.0288129211898579,0.0245779782965112,6436,"tags=49%, list=26%, signal=36%","1399/5058/6801/5604/5747/2549/5594/3845/5296/238/6654/10298/673/5894/5781/5599/2885/1398/3725/5291/8503/5879/5062/5546/5908/998/5906/5063","WikiPathways","Enza_vs_Control_noDHT"
"WP_PROTEASOME_DEGRADATION","WP_PROTEASOME_DEGRADATION",61,-0.467782852127495,-1.79246208499959,0.000903692083830945,0.0291456872939009,0.0248618342106371,5303,"tags=46%, list=22%, signal=36%","5687/5713/5682/5691/5715/5710/7321/5688/3015/5690/7317/5683/5685/5709/5708/5686/7347/10197/6185/5704/5719/5700/7322/5701/5707/5718/7323/5717","WikiPathways","Enza_vs_Control_noDHT"
"WP_NUCLEAR_RECEPTORS_METAPATHWAY","WP_NUCLEAR_RECEPTORS_METAPATHWAY",279,0.353906621683206,1.51202621850946,0.000914530433505757,0.0291456872939009,0.0248618342106371,3889,"tags=24%, list=16%, signal=21%","3162/6536/23657/23491/8553/5226/2908/2730/2512/8140/221393/200010/4097/3280/2495/6286/1066/140809/7048/8878/1582/7296/2040/5244/218/1958/22949/115584/1728/55554/125206/10891/5360/8714/581/2953/388662/6513/6523/1559/1027/283848/2729/6534/2539/5155/177/2258/8660/29986/8507/1557/4199/26509/29988/1028/10057/5142/221223/4257/1551/6554/1831/3589/121512/55224/27063/2877","WikiPathways","Enza_vs_Control_noDHT"
"WP_EUKARYOTIC_TRANSCRIPTION_INITIATION","WP_EUKARYOTIC_TRANSCRIPTION_INITIATION",42,-0.517054004505912,-1.79806136242624,0.00126415813167008,0.0370651164205667,0.0316172602194537,6006,"tags=57%, list=25%, signal=43%","55718/84172/171568/6880/3611/51728/2958/64425/5431/6879/6883/6877/55703/1022/2960/5432/5434/5440/2963/2961/2967/2966/6884/728340","WikiPathways","Enza_vs_Control_noDHT"
"WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME","WP_MECP2_AND_ASSOCIATED_RETT_SYNDROME",63,-0.45408623745266,-1.74397949358791,0.00123884156907522,0.0370651164205667,0.0316172602194537,6360,"tags=46%, list=26%, signal=34%","6872/2521/200424/4763/54790/80312/6670/84950/2289/7337/1869/5978/2247/6446/9126/3185/5728/2902/9315/11168/4904/1267/627/2530/3065/23435/815/2892/26084","WikiPathways","Enza_vs_Control_noDHT"
"WP_17P133_YWHAE_COPY_NUMBER_VARIATION","WP_17P133_YWHAE_COPY_NUMBER_VARIATION",19,-0.657487386716519,-1.88203386299039,0.00132082429788078,0.0372370850133313,0.0317639527506553,4008,"tags=53%, list=17%, signal=44%","51164/10971/7534/5048/7532/7529/7531/1020/5515/10671","WikiPathways","Enza_vs_Control_noDHT"
"WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS","WP_TRANSCRIPTIONAL_CASCADE_REGULATING_ADIPOGENESIS",12,0.756325803209062,1.81610578092207,0.00179652446650899,0.0470304440696818,0.0401178771844489,868,"tags=33%, list=4%, signal=32%","28999/1649/1054/1051","WikiPathways","Enza_vs_Control_noDHT"
"WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION","WP_CYTOKINECYTOKINE_RECEPTOR_INTERACTION",179,0.381231204067149,1.55630545943699,0.00176505114055656,0.0470304440696818,0.0401178771844489,3769,"tags=27%, list=16%, signal=23%","27178/3976/1235/7133/3624/3568/1435/3587/4982/3590/7048/151449/8718/84957/6366/655/7043/8200/8742/8808/50615/3627/51554/115650/269/9518/3596/729230/658/3561/4803/652/146433/1436/10663/2660/60401/53833/2057/10850/8792/7293/64806/939/1896/27242/3554/3589/7850","WikiPathways","Enza_vs_Control_noDHT"
"WP_WHITE_FAT_CELL_DIFFERENTIATION","WP_WHITE_FAT_CELL_DIFFERENTIATION",28,0.603003938860319,1.7905062325171,0.00194367689174259,0.0476588543401691,0.0406539232829187,1785,"tags=21%, list=7%, signal=20%","28999/2908/1649/6095/1051/9314","WikiPathways","Enza_vs_Control_noDHT"
"WP_BURN_WOUND_HEALING","WP_BURN_WOUND_HEALING",85,0.453017692830504,1.66606238006891,0.00195056702620065,0.0476588543401691,0.0406539232829187,3375,"tags=27%, list=14%, signal=23%","7422/8796/10392/1950/3624/54106/64332/7043/57152/4322/581/2312/23643/9314/10468/6678/2261/79148/58/1139/596/100124700/6282","WikiPathways","Enza_vs_Control_noDHT"
